ISIN|PANZA L1|PANZA L2|PANZA L3|Name|Subindustry
CH0025536027|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Burckhardt Compression Holding AG|Compressor and Pumping Equipment Manufacturing
NO0010904923|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Hexagon Purus ASA|Pressure Vessel/Specialized Storage Tank Products
GB00BGLP8L22|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|IMI PLC|Air, Liquid and Gas Control Equipment Products
IT0001078911|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Interpump Group SpA|Valves and Fluid Control Products
IT0001078911|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Interpump Group SpA|Valves and Fluid Control Products
IT0001078911|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Interpump Group SpA|Valves and Fluid Control Products
DE0006292030|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|KSB SE & Co KGaA|Compressor and Pumping Equipment Manufacturing
DE0006292030|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|KSB SE & Co KGaA|Compressor and Pumping Equipment Manufacturing
DE0006292030|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|KSB SE & Co KGaA|Compressor and Pumping Equipment Manufacturing
NO0010081235|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|NEL ASA|Compressor and Pumping Equipment Manufacturing
NO0010081235|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|NEL ASA|Compressor and Pumping Equipment Manufacturing
NO0010081235|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|NEL ASA|Compressor and Pumping Equipment Manufacturing
FI4000440664|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Neles Oyj|Valves and Fluid Control Products
FI4000440664|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Neles Oyj|Valves and Fluid Control Products
FI4000440664|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Neles Oyj|Valves and Fluid Control Products
GB00BVFNZH21|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Rotork PLC|Valves and Fluid Control Products
GB00BVFNZH21|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Rotork PLC|Valves and Fluid Control Products
GB00BVFNZH21|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Rotork PLC|Valves and Fluid Control Products
GB00BWFGQN14|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Spirax-Sarco Engineering PLC|Air, Liquid and Gas Control Equipment Products
CH0038388911|CONSUMER NON-DISCRETIONARY|ENERGY|EQUIPMENT & SERVICES|Sulzer AG|Compressor and Pumping Equipment Manufacturing
CH0038388911|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Sulzer AG|Compressor and Pumping Equipment Manufacturing
CH0038388911|INDUSTRIALS|HARDWARE|MANUFACTURING TOOLS|Sulzer AG|Compressor and Pumping Equipment Manufacturing
SE0006256558|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Absolent Air Care Group AB|Air Purification and Filtration Equipment Products
SE0006256558|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Absolent Air Care Group AB|Air Purification and Filtration Equipment Products
US8318652091|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|AO Smith Corporation|Heating, Ventilation and Air Conditioning Products
US8318652091|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|AO Smith Corporation|Heating, Ventilation and Air Conditioning Products
CH0110240600|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Arbonia AG|Heating, Ventilation and Air Conditioning Products
CH0110240600|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Arbonia AG|Heating, Ventilation and Air Conditioning Products
IT0005331019|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Carel Industries SpA|Heating, Ventilation and Air Conditioning Products
IT0005331019|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Carel Industries SpA|Heating, Ventilation and Air Conditioning Products
FI4000306873|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Harvia Oyj|Heating, Ventilation and Air Conditioning Products
FI4000306873|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Harvia Oyj|Heating, Ventilation and Air Conditioning Products
US5261071071|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Lennox International|Heating, Ventilation and Air Conditioning Products
US5261071071|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Lennox International|Heating, Ventilation and Air Conditioning Products
SE0001852419|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Lindab International AB|Heating, Ventilation and Air Conditioning Products
SE0001852419|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Lindab International AB|Heating, Ventilation and Air Conditioning Products
SE0009806607|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Munters Group AB|Industrial Cooling and Heating Systems Products
SE0015988019|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Nibe Industrier AB|Heating, Ventilation and Air Conditioning Products
SE0015988019|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Nibe Industrier AB|Heating, Ventilation and Air Conditioning Products
GB00BN3ZZ526|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Volution Group PLC|Heating, Ventilation and Air Conditioning Products
GB00BN3ZZ526|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Volution Group PLC|Heating, Ventilation and Air Conditioning Products
NO0010708068|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Vow ASA|Liquid and Water Purification/Filtration Products
CH0276534614|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - INDOOR CLIMATE|Zehnder Group AG|Heating, Ventilation and Air Conditioning Products
CH0276534614|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Zehnder Group AG|Heating, Ventilation and Air Conditioning Products
SE0014781795|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|AddTech AB|Electrical Equipment and Wiring Distributors
GB0000536739|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Ashtead Group PLC|Machinery, Equipment and Supplies Distributors
BE0974400328|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Azelis Group N.V.|Other Chemical Products Distributors
SE0015949748|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Beijer Ref AB|Hardware, Plumbing and HVAC Supplies
SE0000101362|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Bergman & Beving AB|Maintenance/Repair/Overhaul Supplies Distributors
DE000A1DAHH0|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Brenntag SE|Other Chemical Products Distributors
SE0005677135|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Bufab AB|Maintenance/Repair/Overhaul Supplies Distributors
GB00B0744B38|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Bunzl PLC|Diversified Industrial Distribution
GB0001826634|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Diploma PLC|Machinery, Equipment and Supplies Distributors
GB0003096442|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Electrocomponents PLC|Diversified Industrial Distribution
JE00BJVNSS43|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Ferguson PLC|Plumbing and Heating Supply Distributors
IE00B00MZ448|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Grafton Group PLC|General Building Materials Distribution
GB0005576813|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Howden Joinery Group PLC|Professional/Contractor Suppliers
NL0010801007|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|IMCD NV|Other Chemical Products Distributors
SE0001515552|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Indutrade AB|Industrial Machinery and Equipment Distributors
FR0000033904|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Jacquet Metals SACA|Coal and Metals Distribution
FR0010451203|INDUSTRIALS|ELECTRIC EQUIPMENT|TRANSMISSION EQUIPMENT|Rexel SA|Electrical Equipment and Wiring Distributors
GB0008025412|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|SIG PLC|Interior/Exterior Covering Materials Distribution
DK0010274844|INDUSTRIALS|INDUSTRIAL MANUFACTURING|FLUID MANAGEMENT & HVAC|Solar A/S|HVAC Equipment and Supplies Distributors
DE0007500001|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|thyssenkrupp AG|Diversified Industrial Distribution
GB00BK9RKT01|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Travis Perkins PLC|Professional/Contractor Suppliers
US91336L1070|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Univar Solutions Inc.|Other Chemical Products Distributors
GB0009286963|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Vp PLC|Machinery, Equipment and Supplies Distributors
JE00BF50RG45|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Yellow Cake PLC|Coal and Metals Distribution
GB00B9GQVG73|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|AB Dynamics PLC|Monitoring and Control Sensor/Instrument Products
SE0000695876|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Alfa Laval AB|Other Environmental Control Machine Manufacturing
AT0000730007|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|ANDRITZ AG|Multi-Industry-Specific Factory Machinery Makers
IT0005366601|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Antares Vision SpA|Machine Vision and Quality Control Manufacturing
DE0005102008|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Basler AG|Machine Vision and Quality Control Manufacturing
IT0003097257|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Biesse SpA|Building Components Automation Providers
CH0012684657|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Bobst Group SA|Packaging and Coating Application Machinery Makers
CH0002432174|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Bucher Industries AG|General Machinery Manufacturing
CH0244017502|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Bystronic AG|Lasers and Optical Instrument Manufacturing
SE0003950864|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Concentric AB|General Machinery Manufacturing
DE0006305006|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Deutz AG|General Machinery Manufacturing
JP3924800000|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|DMG MORI CO., LTD.|Machine Tools Manufacturing
DE0005654933|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Einhell Germany AG|Other Tools and Outdoor Care Tool Manufacturing
SE0013747870|CONSUMER DISCRETIONARY|FOOD SERVICES|KITCHEN EQUIPMENT|Electrolux Professional AB|Commercial Service Industry Machinery Products
DK0010234467|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|FLSmidth & Co A/S|General Machinery Manufacturing
DE0006602006|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - FOOD MANUFACTURING TOOLS|GEA Group AG|Food Production Machinery Manufacturing
GB0004052071|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Halma PLC|Diversified Industrial Manufacturing
SE0015961909|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Hexagon AB|Monitoring and Control Sensor/Instrument Products
SE0001662230|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Husqvarna AB|Lawn and Garden Care Tool Manufacturing
DE000A2NB601|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Jenoptik AG|Lasers and Optical Instrument Manufacturing
US4891701009|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Kennametal Inc.|Machine Tools Manufacturing
CH0010702154|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Komax Holding AG|Multi-Industry-Specific Factory Machinery Makers
DE0006335003|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Krones AG|Packaging and Coating Application Machinery Makers
CH0022427626|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|LEM Holding SA|Monitoring and Control Sensor/Instrument Products
SE0015949201|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Lifco AB|Diversified Industrial Manufacturing
FR0011742329|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|McPhy Energy SA|Thermal and Chemical Processing Machinery Makers
CH1129677105|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Medmix AG|Industrial and Engineering Hand Tool Manufacturing
FI0009014575|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Metso Outotec Oyj|Multi-Industry-Specific Factory Machinery Makers
CH0108503795|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Meyer Burger Technology AG|Multi-Industry-Specific Factory Machinery Makers
DK0060907293|CONSUMER DISCRETIONARY|FOOD SERVICES|KITCHEN EQUIPMENT|Nilfisk Holding A/S|Commercial Service Industry Machinery Products
CH0000816824|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|OC Oerlikon Corp AG|Paper and Textile Automation Providers
DE0007010803|CONSUMER DISCRETIONARY|FOOD SERVICES|KITCHEN EQUIPMENT|Rational AG|Commercial Service Industry Machinery Products
GB0007323586|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Renishaw PLC|Mixed Industrial Machinery Parts/Equipment Makers
CH0003671440|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Rieter Holding AG|Paper and Textile Automation Providers
SE0000667891|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Sandvik AB|General Machinery Manufacturing
DE0007236101|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Siemens AG|Diversified Industrial Manufacturing
SE0009268279|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Smart Eye AB|Monitoring and Control Sensor/Instrument Products
GB00B1WY2338|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Smiths Group PLC|Diversified Industrial Manufacturing
GB0003308607|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Spectris PLC|Monitoring and Control Sensor/Instrument Products
NL0000852523|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|TKH Group NV|Diversified Industrial Manufacturing
NO0005668905|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|TOMRA Systems ASA|Multi-Industry-Specific Factory Machinery Makers
FI4000074984|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Valmet Oyj|Paper and Textile Automation Providers
BMG0670A1099|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|AutoStore Holdings Ltd|Industrial Robots and Robotic Assembly Line Makers
FI0009013429|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|Cargotec Oyj|Material Handling/Conveyor Equipment Manufacturing
DE0005565204|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Duerr AG|Industrial Robots and Robotic Assembly Line Makers
CH0006372897|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|Interroll Holding AG|Material Handling/Conveyor Equipment Manufacturing
DE0006219934|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|Jungheinrich AG|Material Handling/Conveyor Equipment Manufacturing
CH0100837282|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|Kardex Holding AG|Material Handling/Conveyor Equipment Manufacturing
DE000KGX8881|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|KION Group AG|Material Handling/Conveyor Equipment Manufacturing
FI0009005870|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|Konecranes Oyj|Material Handling/Conveyor Equipment Manufacturing
SE0012674232|INDUSTRIALS|INDUSTRIAL MANUFACTURING|MATERIAL HANDLING|XANO Industri AB|Material Handling/Conveyor Equipment Manufacturing
NL0010545661|INDUSTRIALS|MINED MATERIALS|EXTRACTION EQUIPMENT|CNH Industrial NV|Multi-Type Resource/Construction Machinery Makers
SE0015658109|INDUSTRIALS|MINED MATERIALS|EXTRACTION EQUIPMENT|Epiroc AB|Mining and Excavation Equipment Manufacturing
FR0004527638|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE EQUIPMENT|Exel Industries|Agriculture and Farming Machinery Manufacturing
DE000WACK012|INDUSTRIALS|MINED MATERIALS|EXTRACTION EQUIPMENT|Wacker Neuson SE|Multi-Type Resource/Construction Machinery Makers
GB0009465807|INDUSTRIALS|MINED MATERIALS|EXTRACTION EQUIPMENT|Weir Group PLC/The|Mining and Excavation Equipment Manufacturing
PTCTT0AM0001|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|CTT-Correios de Portugal SA|Express Couriers
DE0005552004|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Deutsche Post AG|Express Couriers
LU2290522684|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|InPost SA|Express Couriers
AT0000APOST4|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Oesterreichische Post AG|Express Couriers
NL0009739416|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|PostNL NV|Express Couriers
GB00BDVZYZ77|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Royal Mail PLC|Express Couriers
SE0007158910|CONSUMER DISCRETIONARY|HOUSING|ELEVATORS|Alimak Group AB|Natural Resource/Construction Machinery Products
FI0009013403|CONSUMER DISCRETIONARY|HOUSING|ELEVATORS|Kone Oyj|Natural Resource/Construction Machinery Products
CH0024638196|CONSUMER DISCRETIONARY|HOUSING|ELEVATORS|Schindler Holding AG|Natural Resource/Construction Machinery Products
CH0024638212|CONSUMER DISCRETIONARY|HOUSING|ELEVATORS|Schindler Holding AG|Natural Resource/Construction Machinery Products
IT0005246191|INDUSTRIALS|MINED MATERIALS|EXTRACTION EQUIPMENT|Comer Industries SpA|Natural Resource/Construction Component Products
SE0010048884|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Fagerhult AB|Energy Efficient Lighting  and Light Emitting Diode (LED) Manufacturing
NL0011821392|CONSUMER DISCRETIONARY|HOUSING|RENOVATION - NON INDOOR CLIMATE|Signify NV|Lighting Equipment and Components Manufacturing
ES0125220311|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Acciona SA|Process Plants, Utilities and Energy Construction
BE0003764785|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Ackermans & van Haaren NV|Dredging and Marine Construction
ES0167050915|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|ACS Actividades de Construccion y Servic|Other Infrastructure Construction
SE0005999836|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|AFRY AB|Infrastructure Consulting and Design Services
NL0006237562|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Arcadis NV|Infrastructure Consulting and Design Services
GB0000961622|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Balfour Beatty PLC|Building Construction
DE0005909006|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Bilfinger SE|Process Plants, Utilities and Energy Construction
NO0003110603|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Bonheur ASA|Industrial Construction Contractors
NL0000852580|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Boskalis Westminster|Other Infrastructure Construction
FR0000120503|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Bouygues SA|Other Infrastructure Construction
FI4000062781|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Caverion Oyj|Diverse Construction and Engineering Services
BE0003883031|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Cie d'Entreprises CFE|Dredging and Marine Construction
IT0000076486|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Danieli & C Officine Meccaniche SpA|Industrial Construction Contractors
IT0000076502|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Danieli & C Officine Meccaniche SpA|Industrial Construction Contractors
FR0000130452|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Eiffage SA|Diverse Construction and Engineering Services
DE0005313506|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Energiekontor AG|Process Plants, Utilities and Energy Construction
SE0007075056|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Eolus Vind AB|Process Plants, Utilities and Energy Construction
ES0118900010|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Ferrovial SA|Other Infrastructure Construction
ES0105130001|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Global Dominion Access SA|Other Infrastructure Construction
ES0105079000|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Grenergy Renovables SA|Process Plants, Utilities and Energy Construction
DE0006070006|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|HOCHTIEF AG|Other Infrastructure Construction
SE0009664253|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Instalco AB|Specialty Contractors
GB0004866223|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Keller Group PLC|Industrial Construction Contractors
GB0004915632|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Kier Group PLC|Building Construction
NL0000337319|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Koninklijke BAM Groep NV|Diverse Construction and Engineering Services
IT0004931058|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Maire Tecnimont SpA|Process Plants, Utilities and Energy Construction
GB0008085614|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Morgan Sindall Group PLC|Diverse Construction and Engineering Services
NO0010734338|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Multiconsult ASA|Infrastructure Consulting and Design Services
SE0000117970|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|NCC AB|Other Infrastructure Construction
SE0000106205|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Peab AB|Diverse Construction and Engineering Services
DK0060700516|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Per Aarsleff Holding A/S|Other Infrastructure Construction
DE000A0JBPG2|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|PNE AG|Process Plants, Utilities and Energy Construction
AT0000609607|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Porr Ag|Other Infrastructure Construction
GB0005359004|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Renew Holdings PLC|Other Infrastructure Construction
ES0182870214|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Sacyr SA|Other Infrastructure Construction
IT0005252140|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Saipem SpA|Process Plants, Utilities and Energy Construction
SE0000113250|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Skanska AB|Other Infrastructure Construction
GB00B4X1RC86|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Smart Metering Systems PLC|Industrial Construction Contractors
ES0105385001|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Solarpack Corp Tecnologica SA|Process Plants, Utilities and Energy Construction
SE0014960373|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Sweco AB|Infrastructure Consulting and Design Services
NL0014559478|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Technip Energies NV|Infrastructure Consulting and Design Services
ES0178165017|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|INDUSTRIAL ENGINEERING|Tecnicas Reunidas SA|Process Plants, Utilities and Energy Construction
FR0000125486|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Vinci SA|Other Infrastructure Construction
IT0003865570|INDUSTRIALS|TRANSPORT|INFRASTRUCTURE - CONSTRUCTION|Webuild SpA|Other Infrastructure Construction
BE0974268972|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|bpost SA|Logistics and Supply Chain Service Providers
ES0105027009|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Cia de Distribucion Integral Logista Hol|Logistics and Supply Chain Service Providers
GB0002018363|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Clarkson PLC|Logistics and Supply Chain Service Providers
GB00BMMV6B79|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Clipper Logistics PLC|Logistics and Supply Chain Service Providers
FR0010929125|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|ID Logistics Group|Logistics and Supply Chain Service Providers
CH0025238863|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Kuehne + Nagel International AG|Logistics and Supply Chain Service Providers
GB0030329360|INDUSTRIALS|TRANSPORT|TRANSPORT - SERVICES|Wincanton PLC|Logistics and Supply Chain Service Providers
IT0001347308|INDUSTRIALS|PROCESSED MATERIALS|CEMENT|Buzzi Unicem SpA|Cement Manufacturing
